x,y,velocity_x,velocity_y,pressure,strain_trace,stress_xx,stress_xy,stress_yy,von_mises_stress
3,-1.9,0,0,0,0,0,0,0,0
3.05,-1.9,0,0,0,0,0,0,0,0
3.1,-1.9,0,0,0,0,0,0,0,0
3.15,-1.9,0,0,0,0,0,0,0,0
3.2,-1.9,0,0,0,0,0,0,0,0
3.25,-1.9,0,0,0,0,0,0,0,0
3.3,-1.9,0,0,0,0,0,0,0,0
3.35,-1.9,0,0,0,0,0,0,0,0
3.4,-1.9,0,0,0,0,0,0,0,0
3.45,-1.9,0,0,0,0,0,0,0,0
3.5,-1.9,0,0,0,0,0,0,0,0
3.55,-1.9,0,0,0,0,0,0,0,0
3.6,-1.9,0,0,0,0,0,0,0,0
3.65,-1.9,0,0,0,0,0,0,0,0
3.7,-1.9,0,0,0,0,0,0,0,0
3.75,-1.9,0,0,0,0,0,0,0,0
3.8,-1.9,0,0,0,0,0,0,0,0
3.85,-1.9,0,0,0,0,0,0,0,0
3.9,-1.9,0,0,0,0,0,0,0,0
3.95,-1.9,0,0,0,0,0,0,0,0
4,-1.9,0,0,0,0,0,0,0,0
4.05,-1.9,0,0,0,0,0,0,0,0
4.1,-1.9,0,0,0,0,0,0,0,0
4.15,-1.9,0,0,0,0,0,0,0,0
4.2,-1.9,0,0,0,0,0,0,0,0
4.25,-1.9,0,0,0,0,0,0,0,0
4.3,-1.9,0,0,0,0,0,0,0,0
4.35,-1.9,0,0,0,0,0,0,0,0
4.4,-1.9,0,0,0,0,0,0,0,0
4.45,-1.9,0,0,0,0,0,0,0,0
4.5,-1.9,0,0,0,0,0,0,0,0
4.55,-1.9,0,0,0,0,0,0,0,0
4.6,-1.9,0,0,0,0,0,0,0,0
4.65,-1.9,0,0,0,0,0,0,0,0
4.7,-1.9,0,0,0,0,0,0,0,0
4.75,-1.9,0,0,0,0,0,0,0,0
4.8,-1.9,0,0,0,0,0,0,0,0
4.85,-1.9,0,0,0,0,0,0,0,0
4.9,-1.9,0,0,0,0,0,0,0,0
4.95,-1.9,0,0,0,0,0,0,0,0
5,-1.9,0,0,0,0,0,0,0,0
-5,-1.85,0,0,0,0,0,0,0,0
-4.95,-1.85,0,0,0,0,0,0,0,0
-4.9,-1.85,0,0,0,0,0,0,0,0
-4.85,-1.85,0,0,0,0,0,0,0,0
-4.8,-1.85,0,0,0,0,0,0,0,0
-4.75,-1.85,0,0,0,0,0,0,0,0
-4.7,-1.85,0,0,0,0,0,0,0,0
-4.65,-1.85,0,0,0,0,0,0,0,0
-4.6,-1.85,0,0,0,0,0,0,0,0
-4.55,-1.85,0,0,0,0,0,0,0,0
-4.5,-1.85,0,0,0,0,0,0,0,0
-4.45,-1.85,0,0,0,0,0,0,0,0
-4.4,-1.85,0,0,0,0,0,0,0,0
-4.35,-1.85,0,0,0,0,0,0,0,0
-4.3,-1.85,0,0,0,0,0,0,0,0
-4.25,-1.85,0,0,0,0,0,0,0,0
-4.2,-1.85,0,0,0,0,0,0,0,0
-4.15,-1.85,0,0,0,0,0,0,0,0
-4.1,-1.85,0,0,0,0,0,0,0,0
-4.05,-1.85,0,0,0,0,0,0,0,0
-4,-1.85,0,0,0,0,0,0,0,0
-3.95,-1.85,0,0,0,0,0,0,0,0
-3.9,-1.85,0,0,0,0,0,0,0,0
-3.85,-1.85,0,0,0,0,0,0,0,0
-3.8,-1.85,0,0,0,0,0,0,0,0
-3.75,-1.85,0,0,0,0,0,0,0,0
-3.7,-1.85,0,0,0,0,0,0,0,0
-3.65,-1.85,0,0,0,0,0,0,0,0
-3.6,-1.85,0,0,0,0,0,0,0,0
-3.55,-1.85,0,0,0,0,0,0,0,0
-3.5,-1.85,0,0,0,0,0,0,0,0
-3.45,-1.85,0,0,0,0,0,0,0,0
-3.4,-1.85,0,0,0,0,0,0,0,0
-3.35,-1.85,0,0,0,0,0,0,0,0
-3.3,-1.85,0,0,0,0,0,0,0,0
-3.25,-1.85,0,0,0,0,0,0,0,0
-3.2,-1.85,0,0,0,0,0,0,0,0
-3.15,-1.85,0,0,0,0,0,0,0,0
-3.1,-1.85,0,0,0,0,0,0,0,0
-3.05,-1.85,0,0,0,0,0,0,0,0
-3,-1.85,0,0,0,0,0,0,0,0
-2.95,-1.85,0,0,0,0,0,0,0,0
-2.9,-1.85,0,0,0,0,0,0,0,0
-2.85,-1.85,0,0,0,0,0,0,0,0
-2.8,-1.85,0,0,0,0,0,0,0,0
-2.75,-1.85,0,0,0,0,0,0,0,0
-2.7,-1.85,0,0,0,0,0,0,0,0
-2.65,-1.85,0,0,0,0,0,0,0,0
-2.6,-1.85,0,0,0,0,0,0,0,0
-2.55,-1.85,0,0,0,0,0,0,0,0
-2.5,-1.85,0,0,0,0,0,0,0,0
-2.45,-1.85,0,0,0,0,0,0,0,0
-2.4,-1.85,0,0,0,0,0,0,0,0
-2.35,-1.85,0,0,0,0,0,0,0,0
-2.3,-1.85,0,0,0,0,0,0,0,0
-2.25,-1.85,0,0,0,0,0,0,0,0
-2.2,-1.85,0,0,0,0,0,0,0,0
-2.15,-1.85,0,0,0,0,0,0,0,0
-2.1,-1.85,0,0,0,0,0,0,0,0
-2.05,-1.85,0,0,0,0,0,0,0,0
-2,-1.85,0,0,0,0,0,0,0,0
-1.95,-1.85,0,0,0,0,0,0,0,0
-1.9,-1.85,0,0,0,0,0,0,0,0
-1.85,-1.85,0,0,0,0,0,0,0,0
-1.8,-1.85,0,0,0,0,0,0,0,0
-1.75,-1.85,0,0,0,0,0,0,0,0
-1.7,-1.85,0,0,0,0,0,0,0,0
-1.65,-1.85,0,0,0,0,0,0,0,0
-1.6,-1.85,0,0,0,0,0,0,0,0
-1.55,-1.85,0,0,0,0,0,0,0,0
-1.5,-1.85,0,0,0,0,0,0,0,0
-1.45,-1.85,0,0,0,0,0,0,0,0
-1.4,-1.85,0,0,0,0,0,0,0,0
-1.35,-1.85,0,0,0,0,0,0,0,0
-1.3,-1.85,0,0,0,0,0,0,0,0
-1.25,-1.85,0,0,0,0,0,0,0,0
-1.2,-1.85,0,0,0,0,0,0,0,0
-1.15,-1.85,0,0,0,0,0,0,0,0
-1.1,-1.85,0,0,0,0,0,0,0,0
-1.05,-1.85,0,0,0,0,0,0,0,0
-1,-1.85,0,0,0,0,0,0,0,0
-0.95,-1.85,0,0,0,0,0,0,0,0
-0.9,-1.85,0,0,0,0,0,0,0,0
-0.85,-1.85,0,0,0,0,0,0,0,0
-0.8,-1.85,0,0,0,0,0,0,0,0
-0.75,-1.85,0,0,0,0,0,0,0,0
-0.7,-1.85,0,0,0,0,0,0,0,0
-0.65,-1.85,0,0,0,0,0,0,0,0
-0.6,-1.85,0,0,0,0,0,0,0,0
-0.55,-1.85,0,0,0,0,0,0,0,0
-0.5,-1.85,0,0,0,0,0,0,0,0
-0.45,-1.85,0,0,0,0,0,0,0,0
-0.4,-1.85,0,0,0,0,0,0,0,0
-0.35,-1.85,0,0,0,0,0,0,0,0
-0.3,-1.85,0,0,0,0,0,0,0,0
-0.25,-1.85,0,0,0,0,0,0,0,0
-0.2,-1.85,0,0,0,0,0,0,0,0
-0.15,-1.85,0,0,0,0,0,0,0,0
-0.1,-1.85,0,0,0,0,0,0,0,0
-0.05,-1.85,0,0,0,0,0,0,0,0
0,-1.85,0,0,0,0,0,0,0,0
0.05,-1.85,0,0,0,0,0,0,0,0
0.1,-1.85,0,0,0,0,0,0,0,0
0.15,-1.85,0,0,0,0,0,0,0,0
0.2,-1.85,0,0,0,0,0,0,0,0
0.25,-1.85,0,0,0,0,0,0,0,0
0.3,-1.85,0,0,0,0,0,0,0,0
0.35,-1.85,0,0,0,0,0,0,0,0
0.4,-1.85,0,0,0,0,0,0,0,0
0.45,-1.85,0,0,0,0,0,0,0,0
0.5,-1.85,0,0,0,0,0,0,0,0
0.55,-1.85,0,0,0,0,0,0,0,0
0.6,-1.85,0,0,0,0,0,0,0,0
0.65,-1.85,0,0,0,0,0,0,0,0
0.7,-1.85,0,0,0,0,0,0,0,0
0.75,-1.85,0,0,0,0,0,0,0,0
0.8,-1.85,0,0,0,0,0,0,0,0
0.85,-1.85,0,0,0,0,0,0,0,0
0.9,-1.85,0,0,0,0,0,0,0,0
0.95,-1.85,0,0,0,0,0,0,0,0
1,-1.85,0,0,0,0,0,0,0,0
1.05,-1.85,0,0,0,0,0,0,0,0
1.1,-1.85,0,0,0,0,0,0,0,0
1.15,-1.85,0,0,0,0,0,0,0,0
1.2,-1.85,0,0,0,0,0,0,0,0
1.25,-1.85,0,0,0,0,0,0,0,0
1.3,-1.85,0,0,0,0,0,0,0,0
1.35,-1.85,0,0,0,0,0,0,0,0
1.4,-1.85,0,0,0,0,0,0,0,0
1.45,-1.85,0,0,0,0,0,0,0,0
1.5,-1.85,0,0,0,0,0,0,0,0
1.55,-1.85,0,0,0,0,0,0,0,0
1.6,-1.85,0,0,0,0,0,0,0,0
1.65,-1.85,0,0,0,0,0,0,0,0
1.7,-1.85,0,0,0,0,0,0,0,0
1.75,-1.85,0,0,0,0,0,0,0,0
1.8,-1.85,0,0,0,0,0,0,0,0
1.85,-1.85,0,0,0,0,0,0,0,0
1.9,-1.85,0,0,0,0,0,0,0,0
1.95,-1.85,0,0,0,0,0,0,0,0
2,-1.85,0,0,0,0,0,0,0,0
2.05,-1.85,0,0,0,0,0,0,0,0
2.1,-1.85,0,0,0,0,0,0,0,0
2.15,-1.85,0,0,0,0,0,0,0,0
2.2,-1.85,0,0,0,0,0,0,0,0
2.25,-1.85,0,0,0,0,0,0,0,0
2.3,-1.85,0,0,0,0,0,0,0,0
2.35,-1.85,0,0,0,0,0,0,0,0
2.4,-1.85,0,0,0,0,0,0,0,0
2.45,-1.85,0,0,0,0,0,0,0,0
2.5,-1.85,0,0,0,0,0,0,0,0
2.55,-1.85,0,0,0,0,0,0,0,0
2.6,-1.85,0,0,0,0,0,0,0,0
2.65,-1.85,0,0,0,0,0,0,0,0
2.7,-1.85,0,0,0,0,0,0,0,0
2.75,-1.85,0,0,0,0,0,0,0,0
2.8,-1.85,0,0,0,0,0,0,0,0
2.85,-1.85,0,0,0,0,0,0,0,0
2.9,-1.85,0,0,0,0,0,0,0,0
2.95,-1.85,0,0,0,0,0,0,0,0
3,-1.85,0,0,0,0,0,0,0,0
3.05,-1.85,0,0,0,0,0,0,0,0
3.1,-1.85,0,0,0,0,0,0,0,0
3.15,-1.85,0,0,0,0,0,0,0,0
3.2,-1.85,0,0,0,0,0,0,0,0
3.25,-1.85,0,0,0,0,0,0,0,0
3.3,-1.85,0,0,0,0,0,0,0,0
3.35,-1.85,0,0,0,0,0,0,0,0
3.4,-1.85,0,0,0,0,0,0,0,0
3.45,-1.85,0,0,0,0,0,0,0,0
3.5,-1.85,0,0,0,0,0,0,0,0
3.55,-1.85,0,0,0,0,0,0,0,0
3.6,-1.85,0,0,0,0,0,0,0,0
3.65,-1.85,0,0,0,0,0,0,0,0
3.7,-1.85,0,0,0,0,0,0,0,0
3.75,-1.85,0,0,0,0,0,0,0,0
3.8,-1.85,0,0,0,0,0,0,0,0
3.85,-1.85,0,0,0,0,0,0,0,0
3.9,-1.85,0,0,0,0,0,0,0,0
3.95,-1.85,0,0,0,0,0,0,0,0
4,-1.85,0,0,0,0,0,0,0,0
4.05,-1.85,0,0,0,0,0,0,0,0
4.1,-1.85,0,0,0,0,0,0,0,0
4.15,-1.85,0,0,0,0,0,0,0,0
4.2,-1.85,0,0,0,0,0,0,0,0
4.25,-1.85,0,0,0,0,0,0,0,0
4.3,-1.85,0,0,0,0,0,0,0,0
4.35,-1.85,0,0,0,0,0,0,0,0
4.4,-1.85,0,0,0,0,0,0,0,0
4.45,-1.85,0,0,0,0,0,0,0,0
4.5,-1.85,0,0,0,0,0,0,0,0
4.55,-1.85,0,0,0,0,0,0,0,0
4.6,-1.85,0,0,0,0,0,0,0,0
4.65,-1.85,0,0,0,0,0,0,0,0
4.7,-1.85,0,0,0,0,0,0,0,0
4.75,-1.85,0,0,0,0,0,0,0,0
4.8,-1.85,0,0,0,0,0,0,0,0
4.85,-1.85,0,0,0,0,0,0,0,0
4.9,-1.85,0,0,0,0,0,0,0,0
4.95,-1.85,0,0,0,0,0,0,0,0
5,-1.85,0,0,0,0,0,0,0,0
-5,-1.8,0,0,0,0,0,0,0,0
-4.95,-1.8,0,0,0,0,0,0,0,0
-4.9,-1.8,0,0,0,0,0,0,0,0
-4.85,-1.8,0,0,0,0,0,0,0,0
-4.8,-1.8,0,0,0,0,0,0,0,0
-4.75,-1.8,0,0,0,0,0,0,0,0
-4.7,-1.8,0,0,0,0,0,0,0,0
-4.65,-1.8,0,0,0,0,0,0,0,0
-4.6,-1.8,0,0,0,0,0,0,0,0
-4.55,-1.8,0,0,0,0,0,0,0,0
-4.5,-1.8,0,0,0,0,0,0,0,0
-4.45,-1.8,0,0,0,0,0,0,0,0
-4.4,-1.8,0,0,0,0,0,0,0,0
-4.35,-1.8,0,0,0,0,0,0,0,0
-4.3,-1.8,0,0,0,0,0,0,0,0
-4.25,-1.8,0,0,0,0,0,0,0,0
-4.2,-1.8,0,0,0,0,0,0,0,0
-4.15,-1.8,0,0,0,0,0,0,0,0
-4.1,-1.8,0,0,0,0,0,0,0,0
-4.05,-1.8,0,0,0,0,0,0,0,0
-4,-1.8,0,0,0,0,0,0,0,0
-3.95,-1.8,0,0,0,0,0,0,0,0
-3.9,-1.8,0,0,0,0,0,0,0,0
-3.85,-1.8,0,0,0,0,0,0,0,0
-3.8,-1.8,0,0,0,0,0,0,0,0
-3.75,-1.8,0,0,0,0,0,0,0,0
-3.7,-1.8,0,0,0,0,0,0,0,0
-3.65,-1.8,0,0,0,0,0,0,0,0
-3.6,-1.8,0,0,0,0,0,0,0,0
-3.55,-1.8,0,0,0,0,0,0,0,0
-3.5,-1.8,0,0,0,0,0,0,0,0
-3.45,-1.8,0,0,0,0,0,0,0,0
-3.4,-1.8,0,0,0,0,0,0,0,0
-3.35,-1.8,0,0,0,0,0,0,0,0
-3.3,-1.8,0,0,0,0,0,0,0,0
-3.25,-1.8,0,0,0,0,0,0,0,0
-3.2,-1.8,0,0,0,0,0,0,0,0
-3.15,-1.8,0,0,0,0,0,0,0,0
-3.1,-1.8,0,0,0,0,0,0,0,0
-3.05,-1.8,0,0,0,0,0,0,0,0
-3,-1.8,0,0,0,0,0,0,0,0
-2.95,-1.8,0,0,0,0,0,0,0,0
-2.9,-1.8,0,0,0,0,0,0,0,0
-2.85,-1.8,0,0,0,0,0,0,0,0
-2.8,-1.8,0,0,0,0,0,0,0,0
-2.75,-1.8,0,0,0,0,0,0,0,0
-2.7,-1.8,0,0,0,0,0,0,0,0
-2.65,-1.8,0,0,0,0,0,0,0,0
-2.6,-1.8,0,0,0,0,0,0,0,0
-2.55,-1.8,0,0,0,0,0,0,0,0
-2.5,-1.8,0,0,0,0,0,0,0,0
-2.45,-1.8,0,0,0,0,0,0,0,0
-2.4,-1.8,0,0,0,0,0,0,0,0
-2.35,-1.8,0,0,0,0,0,0,0,0
-2.3,-1.8,0,0,0,0,0,0,0,0
-2.25,-1.8,0,0,0,0,0,0,0,0
-2.2,-1.8,0,0,0,0,0,0,0,0
-2.15,-1.8,0,0,0,0,0,0,0,0
-2.1,-1.8,0,0,0,0,0,0,0,0
-2.05,-1.8,0,0,0,0,0,0,0,0
-2,-1.8,0,0,0,0,0,0,0,0
-1.95,-1.8,0,0,0,0,0,0,0,0
-1.9,-1.8,0,0,0,0,0,0,0,0
-1.85,-1.8,0,0,0,0,0,0,0,0
-1.8,-1.8,0,0,0,0,0,0,0,0
-1.75,-1.8,0,0,0,0,0,0,0,0
-1.7,-1.8,0,0,0,0,0,0,0,0
-1.65,-1.8,0,0,0,0,0,0,0,0
-1.6,-1.8,0,0,0,0,0,0,0,0
-1.55,-1.8,0,0,0,0,0,0,0,0
-1.5,-1.8,0,0,0,0,0,0,0,0
-1.45,-1.8,0,0,0,0,0,0,0,0
-1.4,-1.8,0,0,0,0,0,0,0,0
-1.35,-1.8,0,0,0,0,0,0,0,0
-1.3,-1.8,0,0,0,0,0,0,0,0
-1.25,-1.8,0,0,0,0,0,0,0,0
-1.2,-1.8,0,0,0,0,0,0,0,0
-1.15,-1.8,0,0,0,0,0,0,0,0
-1.1,-1.8,0,0,0,0,0,0,0,0
-1.05,-1.8,0,0,0,0,0,0,0,0
-1,-1.8,0,0,0,0,0,0,0,0
-0.95,-1.8,0,0,0,0,0,0,0,0
-0.9,-1.8,0,0,0,0,0,0,0,0
-0.85,-1.8,0,0,0,0,0,0,0,0
-0.8,-1.8,0,0,0,0,0,0,0,0
-0.75,-1.8,0,0,0,0,0,0,0,0
-0.7,-1.8,0,0,0,0,0,0,0,0
-0.65,-1.8,0,0,0,0,0,0,0,0
-0.6,-1.8,0,0,0,0,0,0,0,0
-0.55,-1.8,0,0,0,0,0,0,0,0
-0.5,-1.8,0,0,0,0,0,0,0,0
-0.45,-1.8,0,0,0,0,0,0,0,0
-0.4,-1.8,0,0,0,0,0,0,0,0
-0.35,-1.8,0,0,0,0,0,0,0,0
-0.3,-1.8,0,0,0,0,0,0,0,0
-0.25,-1.8,0,0,0,0,0,0,0,0
-0.2,-1.8,0,0,0,0,0,0,0,0
-0.15,-1.8,0,0,0,0,0,0,0,0
-0.1,-1.8,0,0,0,0,0,0,0,0
-0.05,-1.8,0,0,0,0,0,0,0,0
0,-1.8,0,0,0,0,0,0,0,0
0.05,-1.8,0,0,0,0,0,0,0,0
0.1,-1.8,0,0,0,0,0,0,0,0
0.15,-1.8,0,0,0,0,0,0,0,0
0.2,-1.8,0,0,0,0,0,0,0,0
0.25,-1.8,0,0,0,0,0,0,0,0
0.3,-1.8,0,0,0,0,0,0,0,0
0.35,-1.8,0,0,0,0,0,0,0,0
0.4,-1.8,0,0,0,0,0,0,0,0
0.45,-1.8,0,0,0,0,0,0,0,0
0.5,-1.8,0,0,0,0,0,0,0,0
0.55,-1.8,0,0,0,0,0,0,0,0
0.6,-1.8,0,0,0,0,0,0,0,0
0.65,-1.8,0,0,0,0,0,0,0,0
0.7,-1.8,0,0,0,0,0,0,0,0
0.75,-1.8,0,0,0,0,0,0,0,0
0.8,-1.8,0,0,0,0,0,0,0,0
0.85,-1.8,0,0,0,0,0,0,0,0
0.9,-1.8,0,0,0,0,0,0,0,0
0.95,-1.8,0,0,0,0,0,0,0,0
1,-1.8,0,0,0,0,0,0,0,0
1.05,-1.8,0,0,0,0,0,0,0,0
1.1,-1.8,0,0,0,0,0,0,0,0
1.15,-1.8,0,0,0,0,0,0,0,0
1.2,-1.8,0,0,0,0,0,0,0,0
1.25,-1.8,0,0,0,0,0,0,0,0
1.3,-1.8,0,0,0,0,0,0,0,0
1.35,-1.8,0,0,0,0,0,0,0,0
1.4,-1.8,0,0,0,0,0,0,0,0
1.45,-1.8,0,0,0,0,0,0,0,0
1.5,-1.8,0,0,0,0,0,0,0,0
1.55,-1.8,0,0,0,0,0,0,0,0
1.6,-1.8,0,0,0,0,0,0,0,0
1.65,-1.8,0,0,0,0,0,0,0,0
1.7,-1.8,0,0,0,0,0,0,0,0
1.75,-1.8,0,0,0,0,0,0,0,0
1.8,-1.8,0,0,0,0,0,0,0,0
1.85,-1.8,0,0,0,0,0,0,0,0
1.9,-1.8,0,0,0,0,0,0,0,0
1.95,-1.8,0,0,0,0,0,0,0,0
2,-1.8,0,0,0,0,0,0,0,0
2.05,-1.8,0,0,0,0,0,0,0,0
2.1,-1.8,0,0,0,0,0,0,0,0
2.15,-1.8,0,0,0,0,0,0,0,0
2.2,-1.8,0,0,0,0,0,0,0,0
2.25,-1.8,0,0,0,0,0,0,0,0
2.3,-1.8,0,0,0,0,0,0,0,0
2.35,-1.8,0,0,0,0,0,0,0,0
2.4,-1.8,0,0,0,0,0,0,0,0
2.45,-1.8,0,0,0,0,0,0,0,0
2.5,-1.8,0,0,0,0,0,0,0,0
2.55,-1.8,0,0,0,0,0,0,0,0
2.6,-1.8,0,0,0,0,0,0,0,0
2.65,-1.8,0,0,0,0,0,0,0,0
2.7,-1.8,0,0,0,0,0,0,0,0
2.75,-1.8,0,0,0,0,0,0,0,0
2.8,-1.8,0,0,0,0,0,0,0,0
2.85,-1.8,0,0,0,0,0,0,0,0
2.9,-1.8,0,0,0,0,0,0,0,0
2.95,-1.8,0,0,0,0,0,0,0,0
3,-1.8,0,0,0,0,0,0,0,0
3.05,-1.8,0,0,0,0,0,0,0,0
3.1,-1.8,0,0,0,0,0,0,0,0
3.15,-1.8,0,0,0,0,0,0,0,0
3.2,-1.8,0,0,0,0,0,0,0,0
3.25,-1.8,0,0,0,0,0,0,0,0
3.3,-1.8,0,0,0,0,0,0,0,0
3.35,-1.8,0,0,0,0,0,0,0,0
3.4,-1.8,0,0,0,0,0,0,0,0
3.45,-1.8,0,0,0,0,0,0,0,0
3.5,-1.8,0,0,0,0,0,0,0,0
3.55,-1.8,0,0,0,0,0,0,0,0
3.6,-1.8,0,0,0,0,0,0,0,0
3.65,-1.8,0,0,0,0,0,0,0,0
3.7,-1.8,0,0,0,0,0,0,0,0
3.75,-1.8,0,0,0,0,0,0,0,0
3.8,-1.8,0,0,0,0,0,0,0,0
3.85,-1.8,0,0,0,0,0,0,0,0
3.9,-1.8,0,0,0,0,0,0,0,0
3.95,-1.8,0,0,0,0,0,0,0,0
4,-1.8,0,0,0,0,0,0,0,0
4.05,-1.8,0,0,0,0,0,0,0,0
4.1,-1.8,0,0,0,0,0,0,0,0
4.15,-1.8,0,0,0,0,0,0,0,0
4.2,-1.8,0,0,0,0,0,0,0,0
4.25,-1.8,0,0,0,0,0,0,0,0
4.3,-1.8,0,0,0,0,0,0,0,0
4.35,-1.8,0,0,0,0,0,0,0,0
4.4,-1.8,0,0,0,0,0,0,0,0
4.45,-1.8,0,0,0,0,0,0,0,0
4.5,-1.8,0,0,0,0,0,0,0,0
4.55,-1.8,0,0,0,0,0,0,0,0
4.6,-1.8,0,0,0,0,0,0,0,0
4.65,-1.8,0,0,0,0,0,0,0,0
4.7,-1.8,0,0,0,0,0,0,0,0
4.75,-1.8,0,0,0,0,0,0,0,0
4.8,-1.8,0,0,0,0,0,0,0,0
4.85,-1.8,0,0,0,0,0,0,0,0
4.9,-1.8,0,0,0,0,0,0,0,0
4.95,-1.8,0,0,0,0,0,0,0,0
5,-1.8,0,0,0,0,0,0,0,0
-5,-1.75,0,0,0,0,0,0,0,0
-4.95,-1.75,0,0,0,0,0,0,0,0
-4.9,-1.75,0,0,0,0,0,0,0,0
-4.85,-1.75,0,0,0,0,0,0,0,0
-4.8,-1.75,0,0,0,0,0,0,0,0
-4.75,-1.75,0,0,0,0,0,0,0,0
-4.7,-1.75,0,0,0,0,0,0,0,0
-4.65,-1.75,0,0,0,0,0,0,0,0
-4.6,-1.75,0,0,0,0,0,0,0,0
-4.55,-1.75,0,0,0,0,0,0,0,0
-4.5,-1.75,0,0,0,0,0,0,0,0
-4.45,-1.75,0,0,0,0,0,0,0,0
-4.4,-1.75,0,0,0,0,0,0,0,0
-4.35,-1.75,0,0,0,0,0,0,0,0
-4.3,-1.75,0,0,0,0,0,0,0,0
-4.25,-1.75,0,0,0,0,0,0,0,0
-4.2,-1.75,0,0,0,0,0,0,0,0
-4.15,-1.75,0,0,0,0,0,0,0,0
-4.1,-1.75,0,0,0,0,0,0,0,0
-4.05,-1.75,0,0,0,0,0,0,0,0
-4,-1.75,0,0,0,0,0,0,0,0
-3.95,-1.75,0,0,0,0,0,0,0,0
-3.9,-1.75,0,0,0,0,0,0,0,0
-3.85,-1.75,0,0,0,0,0,0,0,0
-3.8,-1.75,0,0,0,0,0,0,0,0
-3.75,-1.75,0,0,0,0,0,0,0,0
-3.7,-1.75,0,0,0,0,0,0,0,0
-3.65,-1.75,0,0,0,0,0,0,0,0
-3.6,-1.75,0,0,0,0,0,0,0,0
-3.55,-1.75,0,0,0,0,0,0,0,0
-3.5,-1.75,0,0,0,0,0,0,0,0
-3.45,-1.75,0,0,0,0,0,0,0,0
-3.4,-1.75,0,0,0,0,0,0,0,0
-3.35,-1.75,0,0,0,0,0,0,0,0
-3.3,-1.75,0,0,0,0,0,0,0,0
-3.25,-1.75,0,0,0,0,0,0,0,0
-3.2,-1.75,0,0,0,0,0,0,0,0
-3.15,-1.75,0,0,0,0,0,0,0,0
-3.1,-1.75,0,0,0,0,0,0,0,0
-3.05,-1.75,0,0,0,0,0,0,0,0
-3,-1.75,0,0,0,0,0,0,0,0
-2.95,-1.75,0,0,0,0,0,0,0,0
-2.9,-1.75,0,0,0,0,0,0,0,0
-2.85,-1.75,0,0,0,0,0,0,0,0
-2.8,-1.75,0,0,0,0,0,0,0,0
-2.75,-1.75,0,0,0,0,0,0,0,0
-2.7,-1.75,0,0,0,0,0,0,0,0
-2.65,-1.75,0,0,0,0,0,0,0,0
-2.6,-1.75,0,0,0,0,0,0,0,0
-2.55,-1.75,0,0,0,0,0,0,0,0
-2.5,-1.75,0,0,0,0,0,0,0,0
-2.45,-1.75,0,0,0,0,0,0,0,0
-2.4,-1.75,0,0,0,0,0,0,0,0
-2.35,-1.75,0,0,0,0,0,0,0,0
-2.3,-1.75,0,0,0,0,0,0,0,0
-2.25,-1.75,0,0,0,0,0,0,0,0
-2.2,-1.75,0,0,0,0,0,0,0,0
-2.15,-1.75,0,0,0,0,0,0,0,0
-2.1,-1.75,0,0,0,0,0,0,0,0
-2.05,-1.75,0,0,0,0,0,0,0,0
-2,-1.75,0,0,0,0,0,0,0,0
-1.95,-1.75,0,0,0,0,0,0,0,0
-1.9,-1.75,0,0,0,0,0,0,0,0
-1.85,-1.75,0,0,0,0,0,0,0,0
-1.8,-1.75,0,0,0,0,0,0,0,0
-1.75,-1.75,0,0,0,0,0,0,0,0
-1.7,-1.75,0,0,0,0,0,0,0,0
-1.65,-1.75,0,0,0,0,0,0,0,0
-1.6,-1.75,0,0,0,0,0,0,0,0
-1.55,-1.75,0,0,0,0,0,0,0,0
-1.5,-1.75,0,0,0,0,0,0,0,0
-1.45,-1.75,0,0,0,0,0,0,0,0
-1.4,-1.75,0,0,0,0,0,0,0,0
-1.35,-1.75,0,0,0,0,0,0,0,0
-1.3,-1.75,0,0,0,0,0,0,0,0
-1.25,-1.75,0,0,0,0,0,0,0,0
-1.2,-1.75,0,0,0,0,0,0,0,0
-1.15,-1.75,0,0,0,0,0,0,0,0
-1.1,-1.75,0,0,0,0,0,0,0,0
-1.05,-1.75,0,0,0,0,0,0,0,0
-1,-1.75,0,0,0,0,0,0,0,0
-0.95,-1.75,0,0,0,0,0,0,0,0
-0.9,-1.75,0,0,0,0,0,0,0,0
-0.85,-1.75,0,0,0,0,0,0,0,0
-0.8,-1.75,0,0,0,0,0,0,0,0
-0.75,-1.75,0,0,0,0,0,0,0,0
-0.7,-1.75,0,0,0,0,0,0,0,0
-0.65,-1.75,0,0,0,0,0,0,0,0
-0.6,-1.75,0,0,0,0,0,0,0,0
-0.55,-1.75,0,0,0,0,0,0,0,0
-0.5,-1.75,0,0,0,0,0,0,0,0
-0.45,-1.75,0,0,0,0,0,0,0,0
-0.4,-1.75,0,0,0,0,0,0,0,0
-0.35,-1.75,0,0,0,0,0,0,0,0
-0.3,-1.75,0,0,0,0,0,0,0,0
-0.25,-1.75,0,0,0,0,0,0,0,0
-0.2,-1.75,0,0,0,0,0,0,0,0
-0.15,-1.75,0,0,0,0,0,0,0,0
-0.1,-1.75,0,0,0,0,0,0,0,0
-0.05,-1.75,0,0,0,0,0,0,0,0
0,-1.75,0,0,0,0,0,0,0,0
0.05,-1.75,0,0,0,0,0,0,0,0
0.1,-1.75,0,0,0,0,0,0,0,0
0.15,-1.75,0,0,0,0,0,0,0,0
0.2,-1.75,0,0,0,0,0,0,0,0
